,17.48,17.51,19.50,19.58,19.61,
delay,P1Sum,P2Sum,P3Sum,P4Sum,P5Sum,
0.0,45,45,45,45,45,
0.1,45,45,45,45,45,
0.2,45,45,45,45,45,
0.3,45,45,45,45,45,
0.4,45,45,45,45,45,
0.5,45,45,45,45,45,
0.6,45,45,45,45,45,
0.7,45,45,45,45,45,
0.8,45,45,45,45,45,
0.9,45,45,45,45,45,
1.0,45,45,45,45,45,
1.1,45,45,45,45,45,
1.2,45,45,45,45,45,
1.3,45,45,45,45,45,
1.4,45,45,45,45,45,
1.5,45,45,45,45,45,
1.6,45,45,45,45,45,
1.7,45,45,45,45,45,
1.8,45,45,45,45,45,
1.9,45,45,45,45,45,
2.0,45,45,45,45,45,
2.1,45,45,45,45,45,
2.2,45,45,45,45,45,
2.3,45,45,45,45,45,
2.4,45,45,45,45,45,
2.5,45,45,45,45,45,
2.6,45,45,45,45,45,
2.7,45,45,45,45,45,
2.8,45,45,45,45,45,
2.9,45,45,45,45,45,
3.0,45,45,45,45,45,
3.1,45,45,45,45,45,
3.2,45,45,45,45,45,
3.3,45,45,45,45,45,
3.4,45,45,45,45,45,
3.5,45,45,45,45,45,
3.6,45,45,45,45,45,
3.7,45,45,45,45,45,
3.8,45,45,45,45,45,
3.9,45,45,45,45,45,
4.0,45,45,45,45,45,
4.1,45,45,45,45,45,
4.2,45,45,45,45,45,
4.3,45,45,45,45,45,
4.4,45,45,45,45,45,
4.5,45,45,45,45,45,
4.6,45,45,45,45,45,
4.7,45,45,45,45,45,
4.8,45,45,45,45,45,
4.9,45,45,45,45,45,
5.0,45,45,45,45,45,
5.1,45,45,45,45,45,
5.2,45,45,45,45,45,
5.3,45,45,45,45,45,
5.4,45,45,45,45,45,
5.5,45,45,45,45,45,
5.6,45,45,45,45,45,
5.7,45,45,45,45,45,
5.8,45,45,45,45,45,
5.9,45,45,45,45,45,
6.0,45,45,45,45,45,
6.1,45,45,45,45,45,
6.2,45,45,45,45,45,
6.3,45,45,45,45,45,
6.4,45,45,45,45,45,
6.5,45,45,45,45,45,
6.6,45,45,45,45,45,
6.7,45,45,45,45,45,
6.8,45,45,45,45,45,
6.9,45,45,45,45,45,
7.0,45,45,45,45,45,
7.1,45,45,45,45,45,
7.2,45,45,45,45,45,
7.3,45,45,45,45,45,
7.4,45,45,45,45,45,
7.5,45,45,45,45,45,
7.6,45,45,45,45,45,
7.7,45,45,45,45,45,
7.8,45,45,45,45,45,
7.9,45,45,45,45,45,
8.0,45,45,45,45,45,
8.1,45,45,45,45,45,
8.2,45,45,45,45,45,
8.3,45,45,45,45,45,
8.4,45,45,45,45,45,
8.5,45,44,45,45,44,
8.6,45,44,45,45,44,
8.7,45,44,45,45,44,
8.8,45,43,45,45,43,
8.9,45,43,45,45,43,
9.0,45,43,45,45,43,
9.1,45,43,45,45,43,
9.2,45,42,45,45,42,
9.3,45,42,45,45,42,
9.4,45,42,45,45,42,
9.5,45,41,45,45,41,
9.6,45,41,45,45,41,
9.7,45,41,45,45,41,
9.8,45,40,45,45,40,
9.9,45,40,45,45,40,
10.0,45,40,45,45,40,
10.1,44,40,44,44,40,
10.2,44,39,44,44,39,
10.3,44,39,44,44,39,
10.4,43,39,43,43,39,
10.5,43,38,43,43,38,
10.6,43,38,42,43,38,
10.7,42,38,42,42,38,
10.8,41,38,42,41,38,
10.9,40,37,42,40,37,
11.0,39,37,41,39,37,
11.1,38,37,41,38,37,
11.2,38,36,41,38,36,
11.3,37,36,40,37,36,
11.4,36,36,40,36,36,
11.5,35,36,39,35,36,
11.6,34,35,39,34,35,
11.7,34,35,39,34,35,
11.8,34,35,38,34,35,
11.9,33,34,38,33,34,
12.0,33,34,38,33,34,
12.1,33,34,38,33,34,
12.2,32,33,37,32,33,
12.3,32,33,37,32,33,
12.4,32,33,36,32,33,
12.5,31,33,36,31,33,
12.6,31,32,36,31,32,
12.7,31,32,36,31,32,
12.8,30,32,35,30,32,
12.9,30,31,35,30,31,
13.0,30,30,34,30,30,
13.1,29,30,34,29,30,
13.2,29,29,34,29,29,
13.3,28,28,33,28,28,
13.4,28,28,33,28,28,
13.5,27,28,33,27,28,
13.6,27,27,32,27,27,
13.7,26,27,32,27,27,
13.8,26,26,32,26,26,
13.9,25,25,31,25,26,
14.0,25,25,31,25,25,
14.1,24,24,31,25,25,
14.2,24,24,31,24,24,
14.3,23,24,30,24,24,
14.4,23,23,30,23,23,
14.5,23,23,30,23,23,
14.6,22,22,30,22,22,
14.7,22,22,30,21,22,
14.8,21,21,30,21,21,
14.9,21,21,30,20,21,
15.0,20,20,30,20,20,
15.1,20,20,30,19,20,
15.2,19,19,30,19,19,
15.3,19,19,30,18,19,
15.4,18,18,30,18,18,
15.5,18,18,30,17,17,
15.6,17,17,30,17,17,
15.7,17,17,30,16,16,
15.8,16,17,30,16,16,
15.9,16,16,30,15,15,
16.0,15,15,30,15,15,
16.1,15,15,30,15,15,
16.2,14,14,29,15,15,
16.3,13,13,29,15,15,
16.4,12,12,28,15,15,
16.5,11,11,27,15,15,
16.6,10,10,26,15,15,
16.7,9,9,26,15,15,
16.8,8,8,25,15,15,
16.9,7,7,24,15,15,
17.0,6,6,23,15,15,
17.1,4,5,22,15,15,
17.2,3,4,21,15,15,
17.3,2,3,20,15,15,
17.4,1,2,19,15,15,
17.5,1,1,18,15,15,
17.6,0,1,18,15,15,
17.7,0,0,16,15,15,
17.8,0,0,16,15,15,
17.9,0,0,15,14,14,
18.0,0,0,14,13,13,
18.1,0,0,13,12,12,
18.2,0,0,12,11,12,
18.3,0,0,11,11,11,
18.4,0,0,10,10,10,
18.5,0,0,9,9,9,
18.6,0,0,8,8,9,
18.7,0,0,8,7,8,
18.8,0,0,7,7,7,
18.9,0,0,6,6,6,
19.0,0,0,5,5,5,
19.1,0,0,4,4,5,
19.2,0,0,3,4,4,
19.3,0,0,2,3,3,
19.4,0,0,1,2,2,
19.5,0,0,1,1,1,
