,8.27,8.95,10.58,11.01,11.23,
,P1Sum,P2Sum,P3Sum,P4Sum,P5Sum,
0.0,45,45,45,45,45,
0.1,45,45,45,45,45,
0.2,45,45,45,45,45,
0.3,45,45,45,45,45,
0.4,45,45,45,45,45,
0.5,45,45,45,45,45,
0.6,45,45,45,45,45,
0.7,45,45,45,45,45,
0.8,45,45,45,45,45,
0.9,45,45,45,45,45,
1.0,45,45,45,45,45,
1.1,45,45,45,45,45,
1.2,45,45,45,45,45,
1.3,45,45,45,45,45,
1.4,45,45,45,45,45,
1.5,45,45,45,45,45,
1.6,45,45,45,45,45,
1.7,45,45,45,45,45,
1.8,45,45,45,45,45,
1.9,45,45,45,45,45,
2.0,45,45,45,45,45,
2.1,45,45,45,45,45,
2.2,45,45,45,45,45,
2.3,45,45,45,45,45,
2.4,45,45,45,45,45,
2.5,45,45,45,45,45,
2.6,45,45,45,45,45,
2.7,45,45,45,45,45,
2.8,45,45,45,45,45,
2.9,45,45,45,45,45,
3.0,45,45,45,45,45,
3.1,45,45,45,45,45,
3.2,45,45,45,45,45,
3.3,45,45,45,45,45,
3.4,45,44,45,45,45,
3.5,44,44,45,45,44,
3.6,44,44,45,44,44,
3.7,43,43,45,44,43,
3.8,43,43,45,44,43,
3.9,43,42,45,43,42,
4.0,42,42,45,43,42,
4.1,42,41,45,42,42,
4.2,41,41,45,42,41,
4.3,41,41,45,41,41,
4.4,40,40,45,41,40,
4.5,40,40,45,41,40,
4.6,40,39,45,40,40,
4.7,39,39,45,40,39,
4.8,39,38,45,39,39,
4.9,38,37,45,39,38,
5.0,37,37,45,39,37,
5.1,37,36,45,38,37,
5.2,36,35,45,38,36,
5.3,35,35,45,37,36,
5.4,35,34,45,37,35,
5.5,33,33,45,36,35,
5.6,32,33,45,36,34,
5.7,32,33,45,36,33,
5.8,30,32,45,35,33,
5.9,30,32,44,35,33,
6.0,29,31,43,34,32,
6.1,28,31,42,33,32,
6.2,27,31,41,32,31,
6.3,26,30,41,31,31,
6.4,25,30,39,31,30,
6.5,24,29,39,29,30,
6.6,23,29,38,29,29,
6.7,21,28,37,28,29,
6.8,20,27,36,27,28,
6.9,19,27,35,26,28,
7.0,17,26,34,25,27,
7.1,16,25,33,25,26,
7.2,15,24,33,24,26,
7.3,13,22,32,23,25,
7.4,12,21,31,23,24,
7.5,11,20,30,22,24,
7.6,9,18,29,21,23,
7.7,8,17,29,21,22,
7.8,7,16,28,20,22,
7.9,5,14,27,19,21,
8.0,4,13,26,19,21,
8.1,3,12,25,18,20,
8.2,1,10,24,17,19,
8.3,1,9,23,17,19,
8.4,0,8,23,16,18,
8.5,0,6,22,16,17,
8.6,0,5,21,15,17,
8.7,0,4,20,15,16,
8.8,0,2,19,15,15,
8.9,0,1,18,15,15,
9.0,0,1,17,15,15,
9.1,0,0,17,15,15,
9.2,0,0,15,15,15,
9.3,0,0,15,15,15,
9.4,0,0,15,15,15,
9.5,0,0,15,15,15,
9.6,0,0,14,15,15,
9.7,0,0,12,15,15,
9.8,0,0,11,15,15,
9.9,0,0,10,15,15,
10.0,0,0,8,14,15,
10.1,0,0,7,13,15,
10.2,0,0,6,11,14,
10.3,0,0,4,10,13,
10.4,0,0,3,9,12,
10.5,0,0,2,7,10,
10.6,0,0,1,6,9,
10.7,0,0,0,5,8,
10.8,0,0,0,3,6,
10.9,0,0,0,2,5,
11.0,0,0,0,1,4,
11.1,0,0,0,1,2,
